"Global X Copper Miners ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
03/02/2017,23.74,-0.70,-2.86,-0.14,-0.59
03/01/2017,24.44,0.97,4.13,0.04,0.15
02/28/2017,23.47,-0.19,-0.80,-0.11,-0.48
02/27/2017,23.66,-0.39,-1.62,-0.12,-0.49
02/24/2017,24.05,-0.32,-1.31,-0.02,-0.09
02/23/2017,24.37,-0.54,-2.17,-0.10,-0.42
02/22/2017,24.91,-0.47,-1.85,0.03,0.12
02/21/2017,25.38,0.68,2.75,0.06,0.25
02/17/2017,24.7,-0.66,-2.60,-0.07,-0.28
02/16/2017,25.36,-0.37,-1.44,0.02,0.06
02/15/2017,25.73,-0.47,-1.79,0.07,0.26
02/14/2017,26.2,-0.04,-0.15,0.24,0.91
02/13/2017,26.24,0.51,1.98,0.20,0.77
02/10/2017,25.73,1.01,4.09,0.21,0.84
02/09/2017,24.72,-0.09,-0.36,0.13,0.51
02/08/2017,24.81,0.22,0.89,0.11,0.44
02/07/2017,24.59,0.09,0.37,0.09,0.37
02/06/2017,24.5,0.02,0.08,0.13,0.53
02/03/2017,24.48,-0.64,-2.55,0.07,0.27
02/02/2017,25.12,0.03,0.12,0.18,0.74
02/01/2017,25.09,0.44,1.78,0.20,0.82
01/31/2017,24.65,0.47,1.94,0.18,0.74
01/30/2017,24.18,-0.29,-1.19,0.15,0.64
01/27/2017,24.47,0.05,0.20,0.05,0.20
01/26/2017,24.42,-0.54,-2.16,0.16,0.67
01/25/2017,24.96,0.65,2.67,0.22,0.90
01/24/2017,24.31,1.06,4.56,0.06,0.24
01/23/2017,23.25,0.43,1.88,0.07,0.30
01/20/2017,22.82,0.14,0.62,0.00,-0.02
01/19/2017,22.68,0.09,0.40,-0.07,-0.32
01/18/2017,22.59,-0.11,-0.48,-0.23,-1.02
01/17/2017,22.7,-0.51,-2.20,-0.04,-0.17
01/13/2017,23.21,0.20,0.87,0.00,0.01
01/12/2017,23.01,0.26,1.14,-0.05,-0.23
